description,origin,section,family,brand,variety,format,group,internet_description,manufacturer
24OMOALOE3K+48DRIVEMATIC400G+CIFCRLIM750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
24OMOALOE3K+48DRIVEMATIC400G+CIFCRBLA750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
24OMOALOE3K+48DRIVECORR400G+CIFCRLIM750G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
24OMOALOE3K+48DRIVECORR400G+CIFCRBLA750G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
24OMOMUL3K+48DRIVEMATIC400G+CIFCRLIM750G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
24OMOMUL3K+48DRIVEMATIC400G+CIFCRBLA750G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
24OMOMUL3K+48DRIVECORR400G+CIFCRLIM750G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
24OMOMUL3K+48DRIVECORR400G+CIFCRBLA750G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
DRIVE INTELLIGENT POLVO 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,DRIVE,,,,,UNILEVER CHILE LIMITADA.
Z-DRIVE INTELLIGENT POLVO 36X200 GR,ASEO Y LIMPIEZA,DETERGENTES,POLVO,DRIVE,,,,,UNILEVER CHILE LIMITADA.
Z-DRIVE INTELLIGENT POLVO 24X400 GR,ASEO Y LIMPIEZA,DETERGENTES,POLVO,DRIVE,,,DETERGENTES DRIVE,,UNILEVER CHILE LIMITADA.
Z.DRIVE MATIC INTELLIGENT POLVO 36X200G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,DRIVE,INTELLIGENT,DOYPACK,DETERGENTES DRIVE,,UNILEVER CHILE LIMITADA.
Z-DRIVE MATIC INTELLIGENT POLVO 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,DRIVE,,,DETERGENTES DRIVE,,UNILEVER CHILE LIMITADA.
Z.DRIVE MATIC INTELLIGENT POLVO 24X400G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,DRIVE,INTELLIGENT,DOYPACK,DETERGENTES DRIVE,,UNILEVER CHILE LIMITADA.
OMO BABY POLVO 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
Z.OMO MULTIACCION POLVO H S 20X1KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.OMO MULTIACCION POLVO H S 24X400G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z. OMO MULTIACC POLVO H S 36X200 GRS,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z. OMO MATIC POLVO SOFT CLASSIC 6X3 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
OMO MATIC POLVO SOFT CLASSIC 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
Z.OMO MATIC POLVO SOFT ALOE VERA 4X5 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,SOFT ALOE VERA,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.OMO MATIC POLVO SOFT ALOE VERA 6X3KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,SOFT ALOE VERA,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z-OMO MATIC POLVO SOFT ALOE VERA 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,SOFT ALOE VERA,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.OMO MATIC POLVO SOFT ALOE VERA 24X400G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,SOFT ALOE VERA,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z. OMO MATIC POLVO SOFT AL VER 36X200 GR,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,SOFT ALOE VERA,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.OMO MATIC MULTIACCION POLVO 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.OMO MATIC MULTIACCION POLVO TT 20X800G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z. OMO MATIC MULTIACC POLVO 36X200 GR,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.OMO MATIC MULTIACCION POLVO 24X400G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.OMO MATIC MULTIACCION POLVO 4X5 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.OMO MATIC MULTIACCION POLVO 6X3 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,MULTIACCION,DOYPACK,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
Z.RINSO POLVO FRESCURA DEL MAR 6X3 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,FRESCURA DEL MAR,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z.RINSO POLVO FRESCURA DEL MAR 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,FRESCURA DEL MAR,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z.RINSO POLVO FRESCURA DEL MAR 24X400GR,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,FRESCURA DEL MAR,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z.RINSO POLVO FRESCURA DEL MAR 36X200 GR,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,FRESCURA DEL MAR,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
RINSO POLVO FRESCURA DEL MAR 4X5 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,,,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z. RINSO POLVO BRISA TARDE 36X200 GR,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,BRISA DE TARDE,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z. RINSO POLVO CAMINANDO BOSQUE 6X3 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,,,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z.RINSO POLVO CAMINANDO BOSQUE 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,CAMINANDO POR EL BOSQUE,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z.RINSO POLVO DESCANSANDO JARDIN 6X3 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,DESCANSANDO EN EL JARDIN,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z. RINSO POLVO DESCANSA JARDIN 20X800 GR,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,,,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z. RINSO POLVO BRISA TARDE 20X1 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,BRISA DE TARDE,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z.RINSO POLVO BRISA TARDE 6X3 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,BRISA DE TARDE,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
RINSO POLVO CAMINANDO BOSQUE 6X2 KG,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,,,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
Z.RINSO POLDESCANSANDO JARDIN 24X400,ASEO Y LIMPIEZA,DETERGENTES,POLVO,RINSO,DESCANSANDO EN EL JARDIN,DOYPACK,DETERGENTES RINSO,,UNILEVER CHILE LIMITADA.
HARINA TOSTADA TEMUCO 10 X 1 K,ABARROTES BASICOS Y MASCOTAS,HARINAS,HARINA,TEMUCO,TOSTADA,BOLSA,HARINAS,,MOLINERA TEMUCO LTDA
INSECT.RAID CASA Y JARDIN 6X235 CC,ASEO Y LIMPIEZA,INSECTICIDAS,SPRAY,RAID,CASA Y JARDIN,SPRAY,INSECTICIDAS,INSECTICIDA SPRAY CASA Y JARDIN RAID 235CC,S.C. JOHNSON & SON CHILE LTDA.
INSECT.RAID MOSCAS/ZANCUD S/ OLOR 6X235,ASEO Y LIMPIEZA,INSECTICIDAS,SPRAY,RAID,MOSCAS Y ZANCUDOS,SPRAY,INSECTICIDAS,INSECTICIDA SPRAY MOSCAS Y ZANCUDOS RAID 235CC,S.C. JOHNSON & SON CHILE LTDA.
INSECT.RAID MAX MATA ARANAS 6X235 CC,ASEO Y LIMPIEZA,INSECTICIDAS,SPRAY,RAID,ARAÑAS,SPRAY,INSECTICIDAS,INSECTICIDA SPRAY ARAÑAS RAID 235CC,S.C. JOHNSON & SON CHILE LTDA.
DESOD AMB GLADE VAINILLA 6X360 CC,ASEO Y LIMPIEZA,AMBIENTALES,DESODORANTE AMBIENTAL,GLADE,VAINILLA,AEROSOL,AMBIENTALES,DESODORANTE AMBIENTAL VAINILLA GLADE 360CC,S.C. JOHNSON & SON CHILE LTDA.
72OMOMAT400GRS+18QUIX300+12QUIX750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
72OMOSOFT400GRS+18QUIX300+12QUIX750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
72 OMOMUL400GRS+18QUIX300+12QUIX750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
MC COLA 6X3LTS,B.ALCOHOLICAS Y ANALCOHOLICAS,BEBIDAS,GRANDE DESECHABLE,MC COLA,,,BEBIDAS,,INDUSTRIAL Y COMERCIAL LAMPA S.A.
MC ORANGE 6X3LTS,B.ALCOHOLICAS Y ANALCOHOLICAS,BEBIDAS,GRANDE DESECHABLE,MC COLA,,,BEBIDAS,,INDUSTRIAL Y COMERCIAL LAMPA S.A.
MC PIÑA 6X3LTS,B.ALCOHOLICAS Y ANALCOHOLICAS,BEBIDAS,GRANDE DESECHABLE,MC COLA,,,BEBIDAS,,INDUSTRIAL Y COMERCIAL LAMPA S.A.
MC PAPAYA 6X3LTS,B.ALCOHOLICAS Y ANALCOHOLICAS,BEBIDAS,GRANDE DESECHABLE,MC COLA,,,BEBIDAS,,INDUSTRIAL Y COMERCIAL LAMPA S.A.
Z. MC GINGER ALE 4X3LTS,B.ALCOHOLICAS Y ANALCOHOLICAS,BEBIDAS,GRANDE DESECHABLE,MC COLA,,,,,INDUSTRIAL Y COMERCIAL LAMPA S.A.
MC LIMON SODA 6X3LTS,B.ALCOHOLICAS Y ANALCOHOLICAS,BEBIDAS,GRANDE DESECHABLE,MC COLA,,,BEBIDAS,,INDUSTRIAL Y COMERCIAL LAMPA S.A.
FIDEO CAROZZI CABELLO LARGO 2X5 KG.,ALIMENTOS,FIDEOS,GUISOS,CAROZZI,,,FIDEOS,,EMPRESAS CAROZZI S.A.
Z-PAÑAL BABYSEC CUIDADO TOTAL CH 8X28U,CUIDADO PERSONAL,PANALES,PANALES,BABYSEC,,,,,CMPC TISSUE S.A.
Z-PAÑAL BABYSEC CUIDADO TOTAL G 8 X20U,CUIDADO PERSONAL,PANALES,PANALES,BABYSEC,,,,,CMPC TISSUE S.A.
Z-PAÑAL BABYSEC CUIDADO TOTAL M 8X24U,CUIDADO PERSONAL,PANALES,PANALES,BABYSEC,,,,,CMPC TISSUE S.A.
Z-PAÑAL BABYSEC CUIDADO TOTAL XG 10X16U,CUIDADO PERSONAL,PANALES,PANALES,BABYSEC,,,PANALES,,CMPC TISSUE S.A.
CANASTA VIVA CHILE ''C'',OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CANASTA  "A"                  COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
VINO MEDALLA REAL CABERNET SAUVIGN 750CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,VINOS,SANTA RITA,CABERNET SAUVIGNON,BOTELLA,VINOS Y LICORES,,SOCIEDAD ANONIMA VIÑA SANTA RITA
VINO MEDALLA REAL CARMENER 750 CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,VINOS,SANTA RITA,CARMENERE,BOTELLA,VINOS Y LICORES,,SOCIEDAD ANONIMA VIÑA SANTA RITA
120 BOTELLIN 3 MED. C/S 6X4X187.5 CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,VINOS,SANTA RITA,CABERNET SAUVIGNON,BOTELLA,VINOS Y LICORES,,SOCIEDAD ANONIMA VIÑA SANTA RITA
VINO MEDALLA REAL SAUV. BLANC 750 CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,VINOS,SANTA RITA,SAUVIGNON BLANC,BOTELLA,VINOS Y LICORES,,SOCIEDAD ANONIMA VIÑA SANTA RITA
VINO MEDALLA REAL MERLOT 750 CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,VINOS,SANTA RITA,MERLOT,BOTELLA,VINOS Y LICORES,,SOCIEDAD ANONIMA VIÑA SANTA RITA
120 BOTELLIN 3 MED. S/B 6X4X187.5 CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,VINOS,SANTA RITA,SAUVIGNON BLANC,BOTELLA,VINOS Y LICORES,,SOCIEDAD ANONIMA VIÑA SANTA RITA
VODKA AZUL SKYY 12X750 CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,LICORES,SANTA RITA,AZUL SKY,BOTELLA,VINOS Y LICORES,,SOCIEDAD ANONIMA VIÑA SANTA RITA
CANASTA CHILE LINDO "B"           COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
72OMOMAT400+18QUIX200+12QUIX750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
72OMOSOFT400GRS+18QUIX200+12QUIX750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
72 OMOMUL400GRS+18QUIX200+12QUIX750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
10TEEMBL10X100+18SDCLARA200G+24MCLICK800,ALIMENTOS,TE,BOLSITA,EMBLEM,,,,,UNILEVER CHILE LIMITADA.
CANASTA CHI CHI "A",OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CANASTA CHILE LINDO "B",OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CANASTA VIVA CHILE "C",OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
LECHE POLVO SVELTY DESCREMADA 10X800GRS,LACTEOS REFRIGERADOS Y CECINAS,LECHE POLVO,DESCREMADA,SVELTY,DESCREMADA,BOLSA,LECHE POLVO,,NESTLE CHILE S.A.
VINO EXPORTACION SAUV. BLC. 6X1.5 LTS.,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,VINOS,EXPORTACION,SAUVIGNON BLANC,BOTELLA,VINOS Y LICORES,,COMERCIAL PEUMO LTDA.
Z. ATUN WESPAS LOMITO E/AGUA 48X185,ALIMENTOS,CONSERVAS,ATUN,WESPAC,,,,,IMPORTADORA MEMO IQUIQUE LTDA.
Z-SH.H&S LIMP.REN+PANT RESTAURA 24/24/10,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,SHAMPOO,H&S,,,,,PROCTER & GAMBLE CHILE LTDA.
CONF. TIFANY DISPLAY 12 X 20 X 18 GRS.,LACTEOS REFRIGERADOS Y CECINAS,CONFITES,CHOCOLATES,TIFANY,,PAQUETE,CONFITES,,INDUSTRIA DE ALIMENTOS DOS EN UNO S.A.
QUESO WINTER GAUDA LAMINADO 1 KG,LACTEOS REFRIGERADOS Y CECINAS,QUESOS,QUESO,WINTER,GAUDA,DISPLAY,REFRIGERADOS,,CIAL ALIMENTOS S.A.
Z.REXONA DEO AER AP S/PERF 12X105G,CUIDADO PERSONAL,PERFUMERIA,DESODORANTE MUJER,REXONA,SIN PERFUME,AEROSOL,PERFUMERIA,,UNILEVER CHILE LIMITADA.
Z. DURAZNO MITAD COLISEO 24X410GRS,ALIMENTOS,CONSERVAS,FRUTAS,COLISEO,,,,,CV TRADING S.A.
Z. DURAZNO CUBITOS COLISEO 24X410GRS,ALIMENTOS,CONSERVAS,FRUTAS,COLISEO,,,,,CV TRADING S.A.
Z. DURAZNO COLISEO MITADES 24X567GRS,ALIMENTOS,CONSERVAS,FRUTAS,COLISEO,MITADES,TARRO,CONSERVAS FRUTAS,,CV TRADING S.A.
DURZANO MITAD COLISEO 6X3KG,ALIMENTOS,CONSERVAS,FRUTAS,COLISEO,,,,,CV TRADING S.A.
PIÑA TROCITO COLISEO 24X565GRS,ALIMENTOS,CONSERVAS,FRUTAS,COLISEO,TROZOS,LATA,CONSERVAS FRUTAS,,CV TRADING S.A.
PIÑA RODAJA COLISEO 24X565GRS,ALIMENTOS,CONSERVAS,FRUTAS,COLISEO,,,CONSERVAS FRUTAS,,CV TRADING S.A.
PALMITOS RODELLA COLISEO  12X800,ALIMENTOS,CONSERVAS,VERDURAS,COLISEO,RODAJAS,LATA,CONSERVAS VEGETALES,PALMITOS VERDURAS RODAJAS COLISEO 400GR (1),CV TRADING S.A.
PALMITOS RODELLA COLISEO 24X400 GR,ALIMENTOS,CONSERVAS,VERDURAS,COLISEO,RODAJAS,LATA,CONSERVAS VEGETALES,PALMITOS VERDURAS RODAJAS COLISEO 400GR,CV TRADING S.A.
PALMITOS ENTERO COLISEO 24X400 GR,ALIMENTOS,CONSERVAS,VERDURAS,COLISEO,,,CONSERVAS VEGETALES,,CV TRADING S.A.
CAJA JUMBO SEPTIEMBRE 2011,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA JUMBO SEPTIEMBRE 2011,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
72OMOSOFT40018QUIX20012QUIX750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
CAJA JUMBU SEPTIEMBRE ESPECIAL,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA JUMBO SEPTIEMBRE ESPECIAL,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
24OMOALOE3K+48DRIVECORR400+CIFBLA750G,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
72OMOMAT400+18QUIX200+12QUIC750,ASEO Y LIMPIEZA,DETERGENTES,POLVO,OMO,,,,,UNILEVER CHILE LIMITADA.
TINTURA KOLESTON SINGLE CASTAÑO CLAR N50,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,TINTURA PELO,WELLA,,,,,PROCTER & GAMBLE CHILE LTDA.
CAJA IDAL                    COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA IDAL,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA CRUZ VERDE CHICA       COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA CRUZ VERDE CHICA,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA CRUZ VERDE 4  COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA CRUZ VERDE 4,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJAS MAGAL   COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJAS MAGAL,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
LECHE SVELTY SEMIDESC SIN LACTOSA 12X1 L,LACTEOS REFRIGERADOS Y CECINAS,LECHE LIQUIDA,BLANCA,SVELTY,,,,,NESTLE CHILE S.A.
ASOC. DE FUNCIONARIOS LICEO EXP. MANUEL,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
ASOCI. DE FUNCIONARIOS LICEO EXP. MANUEL,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJAS MARLEN CORTEZ B3         COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJAS MARLEN CORTEZ B3,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
RECURSOS EXTERNOS  "F"             COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
RECURSO EXTERNO "F",OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA A1-COMPOMET,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA A2 COMPOMET,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
Z-PACK DESOD. AIR WICK LAV/VAINI 2X 346,ASEO Y LIMPIEZA,AMBIENTALES,DESODORANTE AMBIENTAL,AIRWICK,,,,,RECKITT BENCKISER CHILE S.A.
Z-PK BALLE DISNEY SHP 6X50ML + BALS 10C,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,SHAMPOO,DISNEY,,,,,LABORATORIO BALLERINA LTDA.
REFRESCO SPRIM MELON-CALAMENO 8X10X45 GR,ALIMENTOS,JUGOS POLVO,REFRESCOS,SPRIM,MELON CALAMEÑO,SACHET,JUGOS POLVO,,EMPRESAS CAROZZI S.A.
X. SPRIM  DURAZNO AL HUESILLO 8X10X45G,ALIMENTOS,JUGOS POLVO,REFRESCOS,SPRIM,DURAZNO HUESILLO,SACHET,JUGOS POLVO,,EMPRESAS CAROZZI S.A.
SPRIM SPORT NARANJA 24 X 190 ML.,B.ALCOHOLICAS Y ANALCOHOLICAS,JUGOS O NECTAR,DOYPACK,SPRIM,,,JUGOS O NECTAR,,EMPRESAS CAROZZI S.A.
Z. SPRIM  TUNA NORTINA 8 X 10 X 45 GR.,ALIMENTOS,JUGOS POLVO,REFRESCOS,SPRIM,TUNA NORTINA,SACHET,JUGOS POLVO,,EMPRESAS CAROZZI S.A.
SPRIM SPORT LIMON 24 X 190 ML.,B.ALCOHOLICAS Y ANALCOHOLICAS,JUGOS O NECTAR,DOYPACK,SPRIM,,,JUGOS O NECTAR,,EMPRESAS CAROZZI S.A.
VIVO RELAJADO DURAZNO PERA 8X10X8 GR.,ALIMENTOS,JUGOS POLVO,LIGHT,VIVO,,,JUGOS POLVO,,EMPRESAS CAROZZI S.A.
VIVO EQUILIBRIO ARANDANO CIRUELA 8X10X8,ALIMENTOS,JUGOS POLVO,REFRESCOS,VIVO,ARANDANO CIRUELA,SACHET,JUGOS POLVO,,EMPRESAS CAROZZI S.A.
VIVO ACTIVO NARANJA POMELO 8X10X8 G,ALIMENTOS,JUGOS POLVO,REFRESCOS LIGHT,VIVO,NARANJA POMELO,SACHET,JUGOS POLVO,,EMPRESAS CAROZZI S.A.
CAJA CORFO D3                      COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA CORFO D3,OTROS,COMBOS,COMBOS,CASERITA,,,,,
CAJA RCL SUD S.A -DF-        COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA RCL SUD S.A. -DF-,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA ARTICA F3                     COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA ARTICA F3,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA STP -3-               COMBO,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
CAJA STP -3-,OTROS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
4MANGASHIGELITDH30MTX4+1MANHIGELIT30MTX4,CUIDADO PERSONAL,PAPELERA,HIGIENICOS,CONFORT,,,,,CMPC TISSUE S.A.
4MGASCONF50MTSX4+GRATIS1MGACONF50MTSX4,CUIDADO PERSONAL,PAPELERA,HIGIENICOS,CONFORT,,,,,CMPC TISSUE S.A.
3MANG.PERSOX4 + GRATIS 1 PERSX4,CUIDADO PERSONAL,PAPELERA,HIGIENICOS,NOBLE,,,,,CMPC TISSUE S.A.
4MANGSERVELITECOCTEL+GRAT1SERVELITCOCTEL,CUIDADO PERSONAL,PAPELERA,SERVILLETAS,ELITE,,,,,CMPC TISSUE S.A.
5MANGTOALLABOLENMI+GRAT1MANGTOALLABOLMIN,CUIDADO PERSONAL,PAPELERA,TOALLAS,ABOLENGO,,,,,CMPC TISSUE S.A.
3 EMB.BABYSEC PLUS COMRG4X10+GRATIS 1EMB,CUIDADO PERSONAL,PANALES,PANALES,BABYSEC,,,,,CMPC TISSUE S.A.
3EMB BABYSEC PLUS COMERC XG 4X10+1EMB GR,CUIDADO PERSONAL,PANALES,PANALES,BABYSEC,,,,,CMPC TISSUE S.A.
